name,restaurant_id,user_id,liked,food type
OPTP Bahria Town,84,user_1,0,Burgers | Fast Food
Broadway Pizza Chundrigar,4,user_93,1,Pizza | Italian
Burger Lab Bahria Town,37,user_93,1,Burgers | Fast Food
Burger-O-Clock Lucky One Mall,34,user_93,0,Burgers | Fast Food
OPTP Tipu Sultan,97,user_93,1,Burgers | Fast Food
Broadway Pizza Gulshan,12,user_93,0,Pizza | Italian
Kababjees Fried Chicken Kharadar,56,user_93,0,Fried Chicken | Fast Food
Javed Nihari FB Area,48,user_93,0,Pakistani | Nihari
Zahid Nihari Saddar,98,user_94,0,Pakistani | Nihari
Burger-O-Clock Dolmen Mall TariqRD,31,user_94,1,Burgers | Fast Food
Burger-O-Clock DHA,29,user_94,0,Burgers | Fast Food
Kababjees Fried Chicken MACHS,57,user_94,0,Fried Chicken | Fast Food
Broadway Pizza Johar,15,user_94,0,Pizza | Italian
Javed Nihari AlamgirRD,47,user_94,1,Pakistani | Nihari
OPTP Bahria Town,84,user_94,0,Burgers | Fast Food
Kababjees Fried Chicken Defence View,50,user_94,0,Fried Chicken | Fast Food
OPTP Gulshan,90,user_94,0,Burgers | Fast Food
Broadway Pizza Tipu Sultan,26,user_94,0,Pizza | Italian
Broadway Pizza Bahria Town,2,user_94,0,Pizza | Italian
Burger Lab Johar,42,user_94,1,Burgers | Fast Food
Karachi Haleem Lasbela,78,user_94,0,Pakistani | Haleem
Kababjees Fried Chicken North Five Star,59,user_95,0,Fried Chicken | Fast Food
Karachi Broast Atrium Mall,65,user_95,0,Pakistani | Broast
OPTP M A JinnahRD,94,user_95,0,Burgers | Fast Food
Kababjees Fried Chicken Teen Talwar,64,user_95,1,Fried Chicken | Fast Food
Karachi Broast Saddar,72,user_95,0,Pakistani | Broast
Broadway Pizza Bahdurabad,1,user_95,0,Pizza | Italian
Karachi Broast Boat Basin,66,user_95,0,Pakistani | Broast
Burger Lab Johar,42,user_96,0,Burgers | Fast Food
Broadway Pizza Ittehad,13,user_96,0,Pizza | Italian
Broadway Pizza Korangi,16,user_96,1,Pizza | Italian
Burger Lab Bahria Town,37,user_96,0,Burgers | Fast Food
Kababjees Fried Chicken Gulshan Disco,52,user_96,1,Fried Chicken | Fast Food
Kababjees Fried Chicken PECHS Cloud,61,user_96,0,Fried Chicken | Fast Food
OPTP Bahadurabad,83,user_96,0,Burgers | Fast Food
Broadway Pizza Garden,11,user_96,0,Pizza | Italian
Burger Lab Clifton,38,user_96,0,Burgers | Fast Food
Kababjees Fried Chicken Teen Talwar,64,user_96,0,Fried Chicken | Fast Food
OPTP North Nazimabad,95,user_96,1,Burgers | Fast Food
Kababjees Fried Chicken Johar Chowrangi,54,user_96,0,Fried Chicken | Fast Food
Broadway Pizza FB Area,10,user_96,1,Pizza | Italian
Karachi Broast North Nazimabad,70,user_96,1,Pakistani | Broast
Karachi Haleem Lasbela,78,user_96,0,Pakistani | Haleem
Broadway Pizza Dolmen Mall Clifton,7,user_96,0,Pizza | Italian
Kababjees Fried Chicken North Karachi,60,user_96,1,Fried Chicken | Fast Food
Karachi Haleem Lasbela,78,user_97,0,Pakistani | Haleem
Broadway Pizza RMR,21,user_97,1,Pizza | Italian
OPTP Gulshan,90,user_97,0,Burgers | Fast Food
Burger-O-Clock Gulshan,32,user_97,0,Burgers | Fast Food
Karachi Broast North Nazimabad,70,user_97,0,Pakistani | Broast
Broadway Pizza Garden,11,user_98,0,Pizza | Italian
OPTP Johar,91,user_98,1,Burgers | Fast Food
Broadway Pizza DHA PHASE 8,6,user_98,1,Pizza | Italian
Burger-O-Clock Nazimabad,35,user_98,1,Burgers | Fast Food
Karachi Haleem Ittehad,77,user_98,0,Pakistani | Haleem
Broadway Pizza Bahdurabad,1,user_98,0,Pizza | Italian
Burger Lab DHA,39,user_99,0,Burgers | Fast Food
Karachi Broast North Nazimabad,70,user_99,0,Pakistani | Broast
OPTP Sehar,96,user_99,1,Burgers | Fast Food
Broadway Pizza Jinnah Avenue,14,user_99,1,Pizza | Italian
Kababjees Fried Chicken Teen Talwar,64,user_99,1,Fried Chicken | Fast Food
Broadway Pizza Gulshan,12,user_100,0,Pizza | Italian
Karachi Haleem Hussainabad,76,user_100,0,Pakistani | Haleem
Karachi Haleem Bukhari,74,user_100,0,Pakistani | Haleem
Broadway Pizza Ittehad,13,user_100,0,Pizza | Italian
Kababjees Fried Chicken Kharadar,56,user_100,1,Fried Chicken | Fast Food
Kababjees Fried Chicken Clifton,49,user_100,0,Fried Chicken | Fast Food
Burger Lab Dolmen Mall TariqRD,40,user_100,0,Burgers | Fast Food
Broadway Pizza Dolmen Mall Hyderi,8,user_100,0,Pizza | Italian
Burger Lab SMCHS,46,user_100,0,Burgers | Fast Food
Burger-O-Clock DHA,29,user_100,1,Burgers | Fast Food
Broadway Pizza Shah Faisal,24,user_100,0,Pizza | Italian
OPTP Malir,93,user_100,1,Burgers | Fast Food
Burger Lab Bahria Town,37,user_100,1,Burgers | Fast Food
Burger Lab SMCHS,46,user_101,0,Burgers | Fast Food
Broadway Pizza Scheme 33,22,user_101,0,Pizza | Italian
OPTP Dolmen Mall Clifton,87,user_101,0,Burgers | Fast Food
Kababjees Fried Chicken Gulshan Disco,52,user_101,0,Fried Chicken | Fast Food
Broadway Pizza Clifton,5,user_101,0,Pizza | Italian
Karachi Broast Gulshan,68,user_101,0,Pakistani | Broast
Broadway Pizza North Karachi,19,user_101,1,Pizza | Italian
Burger-O-Clock Chundrigar,28,user_101,1,Burgers | Fast Food
Burger Lab Lucky One Mall,43,user_101,0,Burgers | Fast Food
Burger Lab Malir,44,user_102,1,Burgers | Fast Food
Broadway Pizza SMCHS,25,user_102,0,Pizza | Italian
OPTP Johar,91,user_102,0,Burgers | Fast Food
Burger Lab Bahria Town,37,user_102,0,Burgers | Fast Food
Broadway Pizza Ittehad,13,user_102,1,Pizza | Italian
Javed Nihari AlamgirRD,47,user_103,0,Pakistani | Nihari
OPTP Gulshan,90,user_103,0,Burgers | Fast Food
OPTP Dolmen Mall TariqRD,88,user_103,0,Burgers | Fast Food
Burger Lab Gulshan,41,user_103,0,Burgers | Fast Food
Karachi Broast Gulshan,68,user_103,1,Pakistani | Broast
Kababjees Fried Chicken Safoora,62,user_103,0,Fried Chicken | Fast Food
Broadway Pizza Bahria Town,2,user_103,0,Pizza | Italian
Burger-O-Clock SMCHS,36,user_103,1,Burgers | Fast Food
Burger-O-Clock Lucky One Mall,34,user_103,1,Burgers | Fast Food
OPTP Boat Basin,85,user_104,0,Burgers | Fast Food
Broadway Pizza North Nazimabad,20,user_104,0,Pizza | Italian
Burger-O-Clock Gulshan,32,user_104,1,Burgers | Fast Food
Burger Lab Johar,42,user_104,1,Burgers | Fast Food
Kababjees Fried Chicken North Karachi,60,user_104,0,Fried Chicken | Fast Food
OPTP Tipu Sultan,97,user_104,0,Burgers | Fast Food
OPTP FB Area,89,user_104,1,Burgers | Fast Food
Broadway Pizza FB Area,10,user_104,1,Pizza | Italian
Karachi Broast Atrium Mall,65,user_104,0,Pakistani | Broast
OPTP Gulshan,90,user_105,0,Burgers | Fast Food
Broadway Pizza Shahbaz,23,user_105,0,Pizza | Italian
Broadway Pizza Gulshan,12,user_105,0,Pizza | Italian
Burger Lab Bahria Town,37,user_105,1,Burgers | Fast Food
Karachi Broast RMR,71,user_105,1,Pakistani | Broast
Burger-O-Clock Dolmen Mall TariqRD,31,user_105,0,Burgers | Fast Food
Karachi Haleem BurnsRD,75,user_105,1,Pakistani | Haleem
Broadway Pizza Dolmen Mall TariqRD,9,user_105,0,Pizza | Italian
Zahid Nihari TariqRD,99,user_106,0,Pakistani | Nihari
Burger-O-Clock Lucky One Mall,34,user_106,0,Burgers | Fast Food
Karachi Broast Gulshan,68,user_106,1,Pakistani | Broast
Kababjees Fried Chicken North Karachi,60,user_106,1,Fried Chicken | Fast Food
Kababjees Fried Chicken Gulshan Disco,52,user_106,0,Fried Chicken | Fast Food
Kababjees Fried Chicken Gulshan UniversityRD,53,user_106,0,Fried Chicken | Fast Food
Burger-O-Clock SMCHS,36,user_106,0,Burgers | Fast Food
Burger Lab Johar,42,user_106,1,Burgers | Fast Food
Broadway Pizza Dolmen Mall Hyderi,8,user_106,1,Pizza | Italian
Kababjees Fried Chicken Clifton,49,user_106,0,Fried Chicken | Fast Food
Karachi Broast Atrium Mall,65,user_106,0,Pakistani | Broast
Broadway Pizza Bahdurabad,1,user_106,1,Pizza | Italian
OPTP Gulshan,90,user_106,0,Burgers | Fast Food
Broadway Pizza RMR,21,user_106,1,Pizza | Italian
Broadway Pizza Chundrigar,4,user_106,0,Pizza | Italian
OPTP North Nazimabad,95,user_107,1,Burgers | Fast Food
OPTP Dolmen Mall TariqRD,88,user_107,0,Burgers | Fast Food
Broadway Pizza Clifton,5,user_107,1,Pizza | Italian
Broadway Pizza Bukhari,3,user_107,0,Pizza | Italian
Karachi Haleem Hussainabad,76,user_107,0,Pakistani | Haleem
Javed Nihari FB Area,48,user_108,0,Pakistani | Nihari
Broadway Pizza North Karachi,19,user_108,0,Pizza | Italian
Broadway Pizza Tipu Sultan,26,user_108,1,Pizza | Italian
OPTP Dolmen Mall TariqRD,88,user_108,0,Burgers | Fast Food
OPTP Boat Basin,85,user_108,1,Burgers | Fast Food
Karachi Broast Boat Basin,66,user_108,1,Pakistani | Broast
OPTP Gulshan,90,user_108,0,Burgers | Fast Food
Burger-O-Clock Lucky One Mall,34,user_108,0,Burgers | Fast Food
Broadway Pizza Johar,15,user_108,0,Pizza | Italian
Kababjees Fried Chicken Kharadar,56,user_108,0,Fried Chicken | Fast Food
Karachi Broast Saddar,72,user_108,0,Pakistani | Broast
Burger-O-Clock Nazimabad,35,user_108,0,Burgers | Fast Food
Kababjees Fried Chicken Gulshan UniversityRD,53,user_108,0,Fried Chicken | Fast Food
Broadway Pizza Clifton,5,user_108,1,Pizza | Italian
Broadway Pizza Lucky One Mall,17,user_108,0,Pizza | Italian
Karachi Broast Gulshan,68,user_108,0,Pakistani | Broast
Kababjees Fried Chicken North Five Star,59,user_109,1,Fried Chicken | Fast Food
Kababjees Fried Chicken Defence View,50,user_109,0,Fried Chicken | Fast Food
Karachi Broast Boat Basin,66,user_109,0,Pakistani | Broast
Broadway Pizza Bahdurabad,1,user_109,0,Pizza | Italian
Broadway Pizza North Nazimabad,20,user_109,1,Pizza | Italian
Burger-O-Clock Dolmen Mall Clifton,30,user_109,0,Burgers | Fast Food
OPTP Dolmen Mall TariqRD,88,user_109,1,Burgers | Fast Food
Broadway Pizza Chundrigar,4,user_109,1,Pizza | Italian
Zahid Nihari TariqRD,99,user_109,0,Pakistani | Nihari
Burger Lab Nazimabad,45,user_109,0,Burgers | Fast Food
Kababjees Fried Chicken North Karachi,60,user_109,0,Fried Chicken | Fast Food
Kababjees Fried Chicken Shahrah-e-Faisal,63,user_109,0,Fried Chicken | Fast Food
Broadway Pizza Korangi,16,user_109,1,Pizza | Italian
Burger-O-Clock Chundrigar,28,user_109,1,Burgers | Fast Food
Karachi Broast Atrium Mall,65,user_109,1,Pakistani | Broast
Kababjees Fried Chicken Clifton,49,user_109,0,Fried Chicken | Fast Food
Broadway Pizza Dolmen Mall Hyderi,8,user_109,0,Pizza | Italian
OPTP Gulshan,90,user_109,1,Burgers | Fast Food
Karachi Broast Nazimabad,69,user_110,1,Pakistani | Broast
Burger-O-Clock Gulshan,32,user_110,0,Burgers | Fast Food
Broadway Pizza RMR,21,user_110,0,Pizza | Italian
Broadway Pizza Ittehad,13,user_110,0,Pizza | Italian
Karachi Broast Gulshan,68,user_110,1,Pakistani | Broast
Broadway Pizza Dolmen Mall Hyderi,8,user_110,0,Pizza | Italian
Broadway Pizza Bukhari,3,user_110,1,Pizza | Italian
Kababjees Fried Chicken Gulshan UniversityRD,53,user_110,1,Fried Chicken | Fast Food
Broadway Pizza Gulshan,12,user_111,0,Pizza | Italian
Karachi Broast TariqRD,73,user_111,0,Pakistani | Broast
Burger-O-Clock Bahria Town,27,user_111,1,Burgers | Fast Food
Karachi Haleem Hussainabad,76,user_111,1,Pakistani | Haleem
Burger-O-Clock Chundrigar,28,user_111,0,Burgers | Fast Food
Burger Lab Dolmen Mall TariqRD,40,user_111,0,Burgers | Fast Food
Zahid Nihari TariqRD,99,user_111,0,Pakistani | Nihari
Karachi Broast North Nazimabad,70,user_112,0,Pakistani | Broast
Broadway Pizza Korangi,16,user_112,1,Pizza | Italian
OPTP Lucky One Mall,92,user_112,0,Burgers | Fast Food
Kababjees Fried Chicken North Five Star,59,user_112,0,Fried Chicken | Fast Food
OPTP Bahria Town,84,user_112,1,Burgers | Fast Food
OPTP Boat Basin,85,user_112,0,Burgers | Fast Food
OPTP Gulshan,90,user_112,0,Burgers | Fast Food
Broadway Pizza Dolmen Mall Hyderi,8,user_112,0,Pizza | Italian
Broadway Pizza Bukhari,3,user_112,0,Pizza | Italian
Karachi Broast Gulshan,68,user_113,0,Pakistani | Broast
Javed Nihari AlamgirRD,47,user_113,0,Pakistani | Nihari
Broadway Pizza Ittehad,13,user_113,0,Pizza | Italian
Burger Lab Johar,42,user_113,0,Burgers | Fast Food
OPTP North Nazimabad,95,user_113,0,Burgers | Fast Food
Broadway Pizza SMCHS,25,user_113,0,Pizza | Italian
Karachi Haleem BurnsRD,75,user_113,0,Pakistani | Haleem
Zahid Nihari TariqRD,99,user_113,1,Pakistani | Nihari
Broadway Pizza Bahdurabad,1,user_113,1,Pizza | Italian
Broadway Pizza Clifton,5,user_113,1,Pizza | Italian
Broadway Pizza North Nazimabad,20,user_113,0,Pizza | Italian
Kababjees Fried Chicken Shahrah-e-Faisal,63,user_113,1,Fried Chicken | Fast Food
Karachi Broast Atrium Mall,65,user_113,0,Pakistani | Broast
OPTP Lucky One Mall,92,user_113,0,Burgers | Fast Food
Kababjees Fried Chicken Karimabad,55,user_113,0,Fried Chicken | Fast Food
Burger-O-Clock Johar,33,user_113,0,Burgers | Fast Food
Broadway Pizza Shah Faisal,24,user_113,1,Pizza | Italian
Zahid Nihari Saddar,98,user_113,0,Pakistani | Nihari
Broadway Pizza Jinnah Avenue,14,user_113,1,Pizza | Italian
Burger-O-Clock Chundrigar,28,user_113,1,Burgers | Fast Food
Karachi Broast Saddar,72,user_114,1,Pakistani | Broast
Zahid Nihari Saddar,98,user_114,0,Pakistani | Nihari
Kababjees Fried Chicken MACHS,57,user_114,0,Fried Chicken | Fast Food
Kababjees Fried Chicken Kharadar,56,user_114,0,Fried Chicken | Fast Food
Javed Nihari AlamgirRD,47,user_114,1,Pakistani | Nihari
Burger-O-Clock Lucky One Mall,34,user_114,0,Burgers | Fast Food
Kababjees Fried Chicken PECHS Cloud,61,user_114,1,Fried Chicken | Fast Food
Burger Lab Lucky One Mall,43,user_114,0,Burgers | Fast Food
OPTP Boat Basin,85,user_114,0,Burgers | Fast Food
Kababjees Fried Chicken Johar Chowrangi,54,user_114,0,Fried Chicken | Fast Food
Kababjees Fried Chicken Shahrah-e-Faisal,63,user_114,0,Fried Chicken | Fast Food
Broadway Pizza Maymar,18,user_114,0,Pizza | Italian
Broadway Pizza Chundrigar,4,user_114,0,Pizza | Italian
Kababjees Fried Chicken North Karachi,60,user_114,1,Fried Chicken | Fast Food
Kababjees Fried Chicken Millennium Mall,58,user_115,0,Fried Chicken | Fast Food
Broadway Pizza Dolmen Mall TariqRD,9,user_115,0,Pizza | Italian
Burger-O-Clock Chundrigar,28,user_115,1,Burgers | Fast Food
OPTP Atrium Mall,82,user_115,1,Burgers | Fast Food
Kababjees Fried Chicken PECHS Cloud,61,user_115,0,Fried Chicken | Fast Food
Burger-O-Clock Bahria Town,27,user_115,0,Burgers | Fast Food
OPTP Lucky One Mall,92,user_115,0,Burgers | Fast Food
Karachi Haleem North Nazimabad,79,user_115,0,Pakistani | Haleem
Karachi Broast North Nazimabad,70,user_115,0,Pakistani | Broast
Burger Lab Clifton,38,user_115,0,Burgers | Fast Food
Kababjees Fried Chicken Karimabad,55,user_115,0,Fried Chicken | Fast Food
Burger Lab SMCHS,46,user_115,0,Burgers | Fast Food
Broadway Pizza Jinnah Avenue,14,user_115,0,Pizza | Italian
Broadway Pizza Maymar,18,user_115,0,Pizza | Italian
Broadway Pizza Dolmen Mall Hyderi,8,user_115,0,Pizza | Italian
Zahid Nihari Saddar,98,user_115,0,Pakistani | Nihari
Burger Lab Dolmen Mall TariqRD,40,user_115,0,Burgers | Fast Food
Kababjees Fried Chicken Johar Chowrangi,54,user_115,0,Fried Chicken | Fast Food
Kababjees Fried Chicken Kharadar,56,user_116,0,Fried Chicken | Fast Food
Broadway Pizza Maymar,18,user_116,0,Pizza | Italian
Burger-O-Clock Lucky One Mall,34,user_116,0,Burgers | Fast Food
OPTP North Nazimabad,95,user_116,0,Burgers | Fast Food
Burger-O-Clock Chundrigar,28,user_116,1,Burgers | Fast Food
Karachi Haleem North Nazimabad,79,user_116,1,Pakistani | Haleem
Kababjees Fried Chicken Defence View,50,user_117,1,Fried Chicken | Fast Food
Broadway Pizza DHA PHASE 8,6,user_117,0,Pizza | Italian
Burger Lab Malir,44,user_117,0,Burgers | Fast Food
Karachi Broast Atrium Mall,65,user_117,0,Pakistani | Broast
Karachi Haleem North Nazimabad,79,user_117,0,Pakistani | Haleem
Kababjees Fried Chicken Garden East Branch,51,user_117,1,Fried Chicken | Fast Food
Karachi Broast North Nazimabad,70,user_117,0,Pakistani | Broast
Broadway Pizza Shahbaz,23,user_117,1,Pizza | Italian
Burger Lab Clifton,38,user_117,1,Burgers | Fast Food
Karachi Broast Gulshan,68,user_118,1,Pakistani | Broast
OPTP Dolmen Mall TariqRD,88,user_118,1,Burgers | Fast Food
Karachi Broast Nazimabad,69,user_118,1,Pakistani | Broast
OPTP DHA PHASE 2,86,user_118,0,Burgers | Fast Food
Broadway Pizza Johar,15,user_118,1,Pizza | Italian
Burger Lab SMCHS,46,user_118,1,Burgers | Fast Food
Burger Lab Nazimabad,45,user_118,1,Burgers | Fast Food
Kababjees Fried Chicken Gulshan UniversityRD,53,user_118,0,Fried Chicken | Fast Food
OPTP M A JinnahRD,94,user_118,0,Burgers | Fast Food
Broadway Pizza DHA PHASE 8,6,user_119,1,Pizza | Italian
OPTP Dolmen Mall TariqRD,88,user_119,0,Burgers | Fast Food
Broadway Pizza RMR,21,user_119,1,Pizza | Italian
Burger Lab DHA,39,user_119,0,Burgers | Fast Food
Burger Lab SMCHS,46,user_119,0,Burgers | Fast Food
Broadway Pizza Lucky One Mall,17,user_119,0,Pizza | Italian
Zahid Nihari TariqRD,99,user_119,1,Pakistani | Nihari
OPTP DHA PHASE 2,86,user_119,0,Burgers | Fast Food
Kababjees Fried Chicken Defence View,50,user_120,0,Fried Chicken | Fast Food
Broadway Pizza Johar,15,user_120,0,Pizza | Italian
Burger Lab Gulshan,41,user_120,1,Burgers | Fast Food
Broadway Pizza Dolmen Mall TariqRD,9,user_120,0,Pizza | Italian
Broadway Pizza Bahdurabad,1,user_120,0,Pizza | Italian
Burger Lab SMCHS,46,user_120,0,Burgers | Fast Food
Zahid Nihari TariqRD,99,user_120,1,Pakistani | Nihari
Kababjees Fried Chicken Kharadar,56,user_120,0,Fried Chicken | Fast Food
Karachi Broast Saddar,72,user_120,1,Pakistani | Broast
Broadway Pizza Bukhari,3,user_120,0,Pizza | Italian
Kababjees Fried Chicken Teen Talwar,64,user_120,0,Fried Chicken | Fast Food
OPTP FB Area,89,user_120,0,Burgers | Fast Food
Broadway Pizza RMR,21,user_120,1,Pizza | Italian
Karachi Haleem Bukhari,74,user_120,0,Pakistani | Haleem
Karachi Broast RMR,71,user_120,0,Pakistani | Broast
Broadway Pizza Johar,15,user_121,0,Pizza | Italian
Karachi Haleem North Nazimabad,79,user_121,0,Pakistani | Haleem
Karachi Broast North Nazimabad,70,user_121,1,Pakistani | Broast
OPTP Malir,93,user_121,0,Burgers | Fast Food
Javed Nihari FB Area,48,user_121,0,Pakistani | Nihari
Burger-O-Clock Dolmen Mall TariqRD,31,user_121,1,Burgers | Fast Food
Burger-O-Clock Johar,33,user_121,1,Burgers | Fast Food
Kababjees Fried Chicken Karimabad,55,user_121,0,Fried Chicken | Fast Food
Broadway Pizza Garden,11,user_121,1,Pizza | Italian
OPTP Bahadurabad,83,user_121,1,Burgers | Fast Food
Karachi Broast Atrium Mall,65,user_121,0,Pakistani | Broast
Kababjees Fried Chicken Teen Talwar,64,user_121,0,Fried Chicken | Fast Food
Burger-O-Clock Lucky One Mall,34,user_121,0,Burgers | Fast Food
Kababjees Fried Chicken Clifton,49,user_121,0,Fried Chicken | Fast Food
Zahid Nihari TariqRD,99,user_121,0,Pakistani | Nihari
Broadway Pizza Dolmen Mall TariqRD,9,user_121,1,Pizza | Italian
OPTP Dolmen Mall TariqRD,88,user_121,1,Burgers | Fast Food
Kababjees Fried Chicken Gulshan UniversityRD,53,user_121,0,Fried Chicken | Fast Food
Broadway Pizza Lucky One Mall,17,user_122,0,Pizza | Italian
Burger-O-Clock DHA,29,user_122,0,Burgers | Fast Food
Burger Lab Nazimabad,45,user_122,0,Burgers | Fast Food
OPTP Atrium Mall,82,user_122,1,Burgers | Fast Food
OPTP DHA PHASE 2,86,user_122,1,Burgers | Fast Food
Broadway Pizza North Nazimabad,20,user_122,0,Pizza | Italian
Karachi Haleem Lasbela,78,user_122,0,Pakistani | Haleem
Karachi Broast RMR,71,user_122,0,Pakistani | Broast
OPTP M A JinnahRD,94,user_122,1,Burgers | Fast Food
Karachi Broast TariqRD,73,user_122,0,Pakistani | Broast
Broadway Pizza Ittehad,13,user_122,0,Pizza | Italian
Kababjees Fried Chicken North Karachi,60,user_122,0,Fried Chicken | Fast Food
Kababjees Fried Chicken Teen Talwar,64,user_122,0,Fried Chicken | Fast Food
Karachi Broast Clifton,67,user_122,0,Pakistani | Broast
Javed Nihari FB Area,48,user_123,0,Pakistani | Nihari
Broadway Pizza Bukhari,3,user_123,0,Pizza | Italian
Broadway Pizza Bahdurabad,1,user_123,1,Pizza | Italian
Burger-O-Clock Nazimabad,35,user_123,0,Burgers | Fast Food
Broadway Pizza Johar,15,user_123,0,Pizza | Italian
Broadway Pizza Ittehad,13,user_123,0,Pizza | Italian
Kababjees Fried Chicken Garden East Branch,51,user_123,1,Fried Chicken | Fast Food
Broadway Pizza Tipu Sultan,26,user_123,0,Pizza | Italian
Broadway Pizza Lucky One Mall,17,user_123,1,Pizza | Italian
Burger-O-Clock Chundrigar,28,user_123,0,Burgers | Fast Food
Burger-O-Clock Johar,33,user_123,1,Burgers | Fast Food
Karachi Haleem North Nazimabad,79,user_123,0,Pakistani | Haleem
Broadway Pizza Dolmen Mall TariqRD,9,user_123,1,Pizza | Italian
Burger-O-Clock SMCHS,36,user_123,0,Burgers | Fast Food
OPTP Bahadurabad,83,user_123,0,Burgers | Fast Food
Burger Lab DHA,39,user_123,0,Burgers | Fast Food
Broadway Pizza FB Area,10,user_123,1,Pizza | Italian
Broadway Pizza Bahdurabad,1,user_124,0,Pizza | Italian
Broadway Pizza Bahria Town,2,user_124,0,Pizza | Italian
Karachi Haleem Hussainabad,76,user_124,1,Pakistani | Haleem
Kababjees Fried Chicken Defence View,50,user_124,0,Fried Chicken | Fast Food
OPTP North Nazimabad,95,user_124,1,Burgers | Fast Food
Javed Nihari AlamgirRD,47,user_124,0,Pakistani | Nihari
Burger Lab Malir,44,user_125,0,Burgers | Fast Food
Karachi Broast RMR,71,user_125,1,Pakistani | Broast
Burger-O-Clock Dolmen Mall TariqRD,31,user_125,0,Burgers | Fast Food
Burger-O-Clock Gulshan,32,user_125,0,Burgers | Fast Food
Karachi Haleem North Nazimabad,79,user_125,0,Pakistani | Haleem
Kababjees Fried Chicken Safoora,62,user_125,0,Fried Chicken | Fast Food
Broadway Pizza Korangi,16,user_125,0,Pizza | Italian
OPTP Bahadurabad,83,user_125,0,Burgers | Fast Food
OPTP Bahria Town,84,user_125,0,Burgers | Fast Food
Kababjees Fried Chicken North Karachi,60,user_125,0,Fried Chicken | Fast Food
Karachi Broast Atrium Mall,65,user_125,0,Pakistani | Broast
Karachi Broast North Nazimabad,70,user_125,0,Pakistani | Broast
OPTP Dolmen Mall TariqRD,88,user_125,0,Burgers | Fast Food
Broadway Pizza Bukhari,3,user_125,0,Pizza | Italian
Kababjees Fried Chicken PECHS Cloud,61,user_125,0,Fried Chicken | Fast Food
Karachi Broast Saddar,72,user_125,0,Pakistani | Broast
Burger Lab Gulshan,41,user_125,1,Burgers | Fast Food
Broadway Pizza North Karachi,19,user_125,0,Pizza | Italian
Kababjees Fried Chicken Garden East Branch,51,user_126,0,Fried Chicken | Fast Food
Burger-O-Clock Gulshan,32,user_126,0,Burgers | Fast Food
Karachi Haleem BurnsRD,75,user_126,1,Pakistani | Haleem
Burger Lab Nazimabad,45,user_126,0,Burgers | Fast Food
Broadway Pizza RMR,21,user_126,1,Pizza | Italian
Broadway Pizza Maymar,18,user_126,0,Pizza | Italian
Broadway Pizza Dolmen Mall Clifton,7,user_126,0,Pizza | Italian
Burger Lab SMCHS,46,user_126,0,Burgers | Fast Food
Kababjees Fried Chicken Gulshan UniversityRD,53,user_126,0,Fried Chicken | Fast Food
Broadway Pizza Chundrigar,4,user_126,0,Pizza | Italian
Kababjees Fried Chicken PECHS Cloud,61,user_126,1,Fried Chicken | Fast Food
Karachi Broast Nazimabad,69,user_126,1,Pakistani | Broast
Burger-O-Clock Dolmen Mall Clifton,30,user_126,0,Burgers | Fast Food
OPTP Johar,91,user_126,0,Burgers | Fast Food
Javed Nihari AlamgirRD,47,user_126,0,Pakistani | Nihari
OPTP Tipu Sultan,97,user_126,1,Burgers | Fast Food
Zahid Nihari Saddar,98,user_126,0,Pakistani | Nihari
Broadway Pizza DHA PHASE 8,6,user_126,1,Pizza | Italian
Broadway Pizza Lucky One Mall,17,user_127,0,Pizza | Italian
Karachi Haleem Ittehad,77,user_127,0,Pakistani | Haleem
Burger Lab Johar,42,user_127,1,Burgers | Fast Food
Broadway Pizza Korangi,16,user_127,1,Pizza | Italian
Kababjees Fried Chicken Teen Talwar,64,user_127,0,Fried Chicken | Fast Food
Karachi Broast Atrium Mall,65,user_127,0,Pakistani | Broast
Kababjees Fried Chicken Johar Chowrangi,54,user_127,0,Fried Chicken | Fast Food
Javed Nihari FB Area,48,user_127,1,Pakistani | Nihari
Karachi Haleem Lasbela,78,user_127,1,Pakistani | Haleem
Broadway Pizza North Nazimabad,20,user_127,0,Pizza | Italian
Burger Lab Lucky One Mall,43,user_127,1,Burgers | Fast Food
Kababjees Fried Chicken Karimabad,55,user_127,0,Fried Chicken | Fast Food
Kababjees Fried Chicken Gulshan Disco,52,user_127,0,Fried Chicken | Fast Food
OPTP DHA PHASE 2,86,user_127,0,Burgers | Fast Food
Broadway Pizza Dolmen Mall Clifton,7,user_127,0,Pizza | Italian
Javed Nihari AlamgirRD,47,user_127,0,Pakistani | Nihari
Broadway Pizza Johar,15,user_127,1,Pizza | Italian
OPTP M A JinnahRD,94,user_128,0,Burgers | Fast Food
OPTP Johar,91,user_128,0,Burgers | Fast Food
Karachi Haleem Ittehad,77,user_128,0,Pakistani | Haleem
Karachi Broast Atrium Mall,65,user_128,1,Pakistani | Broast
Burger Lab Nazimabad,45,user_128,1,Burgers | Fast Food
Karachi Haleem North Nazimabad,79,user_128,0,Pakistani | Haleem
Karachi Haleem Lasbela,78,user_128,0,Pakistani | Haleem
Kababjees Fried Chicken Defence View,50,user_128,1,Fried Chicken | Fast Food
Burger Lab Malir,44,user_128,1,Burgers | Fast Food
Kababjees Fried Chicken Kharadar,56,user_128,1,Fried Chicken | Fast Food
OPTP Boat Basin,85,user_128,0,Burgers | Fast Food
Kababjees Fried Chicken Clifton,49,user_128,0,Fried Chicken | Fast Food
